ACCOUNT_ID,GROSS_TRANSACTION_AMOUNT,MERCHANT_CATEGORY_LEVEL_1,CARD_TYPE,CARD_HOLDER_CITY,CARD_HOLDER_STATE,CARD_HOLDER_GENERATION,CARD_PRESENT_INDICATOR,SHOPPER_CLASSIFICATION
A6585225,19.84,Restaurants and Food Services,Debit,LAS VEGAS,NV,Millennial,Card Not Present,2
A3777126,18.72,Restaurants and Food Services,Debit,ANNA,TX,Millennial,Card Present,0
A6615450,3.44,Restaurants and Food Services,Debit,RIO RANCHO,NM,Gen X,Unknown,2
A1638293,14.08,Restaurants and Food Services,Debit,MURRIETA,CA,Millennial,Card Present,0
A7335664,29.81,Restaurants and Food Services,Debit,MEMPHIS,TN,Unknown,Card Not Present,2
A8767833,43.75,Restaurants and Food Services,Debit,MIDDLEBURG,FL,Millennial,Unknown,1
A9169556,36.25,Restaurants and Food Services,Debit,WICHITA,KS,Gen Z,Unknown,0
A7145164,24.92,Restaurants and Food Services,Credit,ZEBULON,NC,Millennial,Card Present,0
A1344735,14.63,Restaurants and Food Services,Debit,GROVELAND,FL,Baby Boomer,Unknown,0
A1679896,4.98,Restaurants and Food Services,Debit,YOUNGSTOWN,OH,Unknown,Card Present,0
A2027132,23.88,Restaurants and Food Services,Debit,IRVING,TX,Millennial,Unknown,0
A8697603,6.6,Restaurants and Food Services,Credit,LAS VEGAS,NV,Baby Boomer,Card Present,2
A5737571,22.5,Restaurants and Food Services,Credit,SPRING,TX,Gen Z,Card Present,0
A9932320,12.33,Restaurants and Food Services,Debit,UPPER MARLBORO,MD,Millennial,Card Present,1
A5380977,5.84,Restaurants and Food Services,Credit,NAPLES,FL,Unknown,Card Present,2
A7594124,2.89,Restaurants and Food Services,Debit,FRANKLIN,TN,Millennial,Card Not Present,0
A9435088,4.11,Restaurants and Food Services,Debit,TULSA,,Gen Z,Card Present,0
A6673596,9.08,Restaurants and Food Services,Debit,COLUMBUS,OH,Gen Z,Card Present,1
A2666014,16.73,Restaurants and Food Services,Debit,FORT WORTH,TX,Millennial,Card Present,0
A8542138,36.97,Restaurants and Food Services,Debit,LINDEN,NJ,Millennial,Card Present,0
A1361118,7.47,Restaurants and Food Services,Debit,WYOMING,MI,Gen Z,Card Not Present,2
A2656348,5.01,Restaurants and Food Services,Debit,BEAUMONT,TX,Millennial,Unknown,0
A6026356,3.58,Restaurants and Food Services,Debit,MCMINNVILLE,OR,Gen Z,Card Present,0
A7585154,10.58,Restaurants and Food Services,Debit,IOLA,KS,Unknown,Card Present,2
A6034007,10.83,Restaurants and Food Services,Debit,TOOELE,UT,Millennial,Card Present,2
A5165671,1.99,Consumer Services,Debit,MORGANTOWN,PA,Gen Z,Card Present,0
A2882666,35.01,Restaurants and Food Services,Debit,DALTON,GA,Unknown,Card Not Present,0
A3674437,6.95,Restaurants and Food Services,Debit,SAUQUOIT,NY,Unknown,Card Not Present,2
A4705339,1.59,Restaurants and Food Services,Debit,MONTGOMERY,AL,Gen Z,Card Present,0
A4248503,6.22,Services,Debit,RICHMOND,VA,Unknown,Unknown,0
A7015377,18.7,Restaurants and Food Services,Debit,GREAT FALLS,SC,Gen X,Card Present,0
A3749131,5.68,Restaurants and Food Services,Debit,HARRISON TOWNSHIP,MI,Gen X,Card Present,1
A8506410,14.18,Restaurants and Food Services,Credit,COSTA MESA,CA,Millennial,Card Present,0
A9313139,8.43,Restaurants and Food Services,Credit,AGOURA HILLS,CA,Millennial,Card Present,0
A6213368,14.84,Restaurants and Food Services,Credit,JOPLIN,MO,Gen X,Card Present,0
A9841987,11.74,Restaurants and Food Services,Debit,MESQUITE,TX,Gen Z,Card Not Present,0
A8087660,99.13,Restaurants and Food Services,Credit,SEATTLE,WA,Gen X,Card Not Present,2
A3742579,30.62,Restaurants and Food Services,Debit,CALEXICO,CA,Millennial,Card Present,0
A4880541,2.61,Restaurants and Food Services,Credit,PELHAM,AL,Baby Boomer,Card Present,0
A4330597,23.2,Restaurants and Food Services,Credit,PAUMA VALLEY,CA,Baby Boomer,Card Present,1
A1599800,8.28,Restaurants and Food Services,Credit,ANDERSONVILLE,TN,Gen X,Card Present,0
A3352371,17.67,Restaurants and Food Services,Debit,SOLON SPRINGS,WI,Unknown,Unknown,0
A9088326,17.35,Restaurants and Food Services,Debit,HONOLULU,HI,Baby Boomer,Card Present,0
A1559973,16.54,Restaurants and Food Services,Debit,SPENCER,IN,Unknown,Card Not Present,1
A5267297,7.15,Restaurants and Food Services,Debit,SEBASTIAN,FL,Gen X,Card Present,0
A7131314,1.71,Restaurants and Food Services,Credit,PARRISH,FL,Unknown,Card Present,2
A1824215,10.43,Restaurants and Food Services,Credit,SEVERNA PARK,MD,Millennial,Card Not Present,0
A6977515,11.41,Restaurants and Food Services,Debit,JONESBORO,AR,Baby Boomer,Card Present,0
A6224600,5.22,Restaurants and Food Services,Credit,CALUMET,MI,Baby Boomer,Card Present,0
A8248071,11.24,Restaurants and Food Services,Debit,AIKEN,SC,Baby Boomer,Card Present,1
A6089240,14.78,Restaurants and Food Services,Debit,ALBUQUERQUE,NM,Millennial,Unknown,2
A3402656,3.93,Restaurants and Food Services,Credit,SPRINGFIELD,VA,Baby Boomer,Card Present,2
A2947098,5.85,Restaurants and Food Services,Debit,CLEVELAND,OH,Gen X,Card Present,0
A6355447,35.95,Restaurants and Food Services,Debit,JACKSONVILLE BEACH,FL,Unknown,Unknown,0
A6002797,9.34,Restaurants and Food Services,Debit,HODGES,SC,Baby Boomer,Card Present,0
A4141005,1.77,Restaurants and Food Services,Debit,STOKESDALE,NC,Gen Z,Unknown,0
A7620937,25.31,Restaurants and Food Services,Debit,CLINTON,MD,Gen X,Card Present,2
A6769359,1.23,Restaurants and Food Services,Debit,TELFORD,PA,Millennial,Card Present,0
A8804123,7.41,Restaurants and Food Services,Payroll,LAFAYETTE,IN,Millennial,Unknown,0
A7145164,7.14,Restaurants and Food Services,Credit,PALOS PARK,IL,Unknown,Card Present,2
A3237264,3.81,Restaurants and Food Services,Debit,EL PASO,TX,Gen X,Card Present,0
A1129756,11.8,Restaurants and Food Services,Debit,SAINT PETERS,MO,Gen Z,Unknown,0
A9981593,7.21,Restaurants and Food Services,Debit,SNELLVILLE,GA,Gen Z,Card Present,0
A1431528,8.75,Restaurants and Food Services,Debit,SOUTH BOSTON,VA,Millennial,Card Present,2
A4915468,1.83,Consumer Services,Debit,GRAYSLAKE,IL,Gen Z,Unknown,0
A7065834,74.44,Restaurants and Food Services,Debit,EUSTIS,FL,Gen X,Card Present,0
A6090895,22.59,Restaurants and Food Services,Debit,GUYSVILLE,OH,Unknown,Card Present,2
A8373229,9.28,Restaurants and Food Services,Debit,RAY,MI,Millennial,Card Not Present,0
A1068969,20.08,Restaurants and Food Services,Debit,BREMEN,IN,Gen X,Unknown,2
A6109011,47.37,Restaurants and Food Services,Debit,GREENWOOD,SC,Millennial,Card Not Present,0
A7592983,33.77,Restaurants and Food Services,Debit,FORT WORTH,TX,Gen X,Card Present,2
A4752290,7.97,Restaurants and Food Services,Credit,AUDUBON,MN,Baby Boomer,Card Not Present,0
A5165390,6.42,Restaurants and Food Services,Debit,KINGSPORT,TN,Gen X,Card Not Present,0
A9262027,11.34,Restaurants and Food Services,Debit,ANDERSON,IN,Baby Boomer,Card Present,0
A1753450,42.67,Restaurants and Food Services,Credit,COLEMAN,WI,Baby Boomer,Card Present,0
A6599302,22.99,Restaurants and Food Services,Debit,FULTONDALE,AL,Gen X,Card Present,0
A3714647,4.32,Restaurants and Food Services,Debit,DELTONA,FL,Baby Boomer,Card Present,0
A6466653,13.25,Restaurants and Food Services,Debit,LAKE CHARLES,LA,Millennial,Card Not Present,0
A9816715,11.8,Restaurants and Food Services,Debit,WASHINGTON,DC,Millennial,Card Not Present,0
A3696974,5.43,Restaurants and Food Services,Debit,OVERTON,NV,Gen Z,Card Present,0
A9403648,31.18,Restaurants and Food Services,Credit,ALPINE,UT,Baby Boomer,Card Present,0
A4770740,18.52,Restaurants and Food Services,Credit,EAGLE RIVER,AK,Baby Boomer,Card Not Present,0
A8206448,16.37,Restaurants and Food Services,Credit,LARGO,FL,Baby Boomer,Card Present,0
A1711003,47.18,Restaurants and Food Services,Debit,LAKE CHARLES,LA,Baby Boomer,Card Present,0
A3876492,25.35,Restaurants and Food Services,Credit,WAYNE,NJ,Millennial,Card Not Present,0
A5858059,15.35,Restaurants and Food Services,Debit,NORTH ADAMS,MA,Millennial,Card Present,0
A9790890,20.19,Restaurants and Food Services,Debit,JACKSON,MI,Unknown,Card Not Present,0
A6834950,7.92,Restaurants and Food Services,Debit,HUNTERSVILLE,NC,Baby Boomer,Unknown,0
A1908138,0.02,Restaurants and Food Services,Credit,MENDHAM,NJ,Baby Boomer,Unknown,0
A1352695,19.3,Restaurants and Food Services,Debit,AKRON,OH,Millennial,Card Present,0
A1827719,5.05,Restaurants and Food Services,Debit,MARIETTA,GA,Unknown,Card Present,0
A9153945,71.53,Travel and Leisure,Credit,VERO BEACH,FL,Silent,Card Not Present,1
A3949036,2.71,Restaurants and Food Services,Debit,ROUND LAKE,IL,Gen X,Card Present,0
A8080535,5.08,Restaurants and Food Services,Credit,RENO,NV,Unknown,Card Present,0
A4292284,35.22,Restaurants and Food Services,Debit,AUBURN,IN,Millennial,Card Present,2
A2438413,34.3,Restaurants and Food Services,Credit,DOWNEY,CA,Unknown,Card Present,0
A6452091,25.97,Restaurants and Food Services,Debit,UVALDE,TX,Millennial,Card Present,0
A1994239,3.26,Restaurants and Food Services,Debit,EVANSVILLE,IN,Baby Boomer,Card Present,0
A3282406,9.89,Restaurants and Food Services,Debit,WINSTON SALEM,NC,Gen Z,Unknown,0
A8463340,0.42,Restaurants and Food Services,Debit,GLENDALE,AZ,Gen Z,Unknown,0
A3468603,12.59,Restaurants and Food Services,Debit,CIRCLEVILLE,OH,Millennial,Card Present,2
A3748767,1.61,Restaurants and Food Services,Debit,KING OF PRUSSIA,PA,Baby Boomer,Card Present,0
A6504775,24.97,Restaurants and Food Services,Debit,ASHEBORO,NC,Millennial,Unknown,0
A2469423,15.36,Restaurants and Food Services,Debit,ESTHERVILLE,IA,Unknown,Card Present,1
A4631336,6.43,Restaurants and Food Services,Debit,VINELAND,NJ,Millennial,Card Present,0
A7670794,8.18,Restaurants and Food Services,Debit,HOLLY SPRINGS,MS,Gen Z,Card Present,1
A1106359,10.12,Restaurants and Food Services,Debit,PHOENIX,AZ,Gen X,Unknown,0
A3430994,25.72,Restaurants and Food Services,Debit,BICKNELL,IN,Baby Boomer,Card Present,0
A6439621,14.43,Restaurants and Food Services,Credit,KERENS,TX,Millennial,Card Present,2
A3410438,38.0,Restaurants and Food Services,Debit,BLOOMFIELD,IN,Unknown,Card Present,0
A5650186,35.59,Restaurants and Food Services,Debit,AURORA,CO,Gen Z,Card Present,0
A3352371,15.17,Restaurants and Food Services,Debit,CANTON,OH,Millennial,Card Present,0
A4321376,7.6,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Millennial,Card Present,0
A4260479,8.39,Restaurants and Food Services,Credit,MINNEAPOLIS,KS,Baby Boomer,Card Present,0
A5240128,10.18,Restaurants and Food Services,Debit,MEMPHIS,TN,Gen Z,Card Present,0
A6239834,32.41,Restaurants and Food Services,Debit,JANESVILLE,WI,Gen X,Card Not Present,0
A8314142,15.84,Restaurants and Food Services,Debit,MANCHESTER,NH,Unknown,Card Present,0
A1967303,25.58,Restaurants and Food Services,Debit,MANLIUS,NY,Millennial,Unknown,0
A7129755,9.65,Restaurants and Food Services,Debit,VISTA,CA,Gen X,Card Present,2
A1348050,13.01,Restaurants and Food Services,Debit,DUNCAN,OK,Millennial,Card Present,0
A7213720,5.89,Restaurants and Food Services,Debit,LIVONIA,MI,Unknown,Unknown,0
A8162291,7.03,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Gen Z,Card Present,0
A1282280,5.14,Restaurants and Food Services,Credit,VERO BEACH,FL,Gen X,Card Present,0
A1695606,2.87,Restaurants and Food Services,Debit,COLUMBUS,OH,Millennial,Card Present,0
A6605109,1.52,Restaurants and Food Services,Credit,NEW BRAUNFELS,TX,Baby Boomer,Card Present,0
A3112939,13.32,Restaurants and Food Services,Credit,ELKHART LAKE,WI,Millennial,Card Not Present,0
A4015725,10.82,Restaurants and Food Services,Debit,BOSTON,MA,Gen Z,Card Present,1
A1739118,9.85,Restaurants and Food Services,Credit,CATHEDRAL CITY,CA,Unknown,Card Not Present,0
A5489593,18.41,Restaurants and Food Services,Debit,LELAND,NC,Millennial,Card Present,0
A6253786,27.6,Restaurants and Food Services,Debit,SPRINGFIELD,OH,Gen X,Card Present,0
A8064170,24.43,Restaurants and Food Services,Debit,FARGO,ND,Gen X,Card Present,2
A5822451,13.51,Restaurants and Food Services,Debit,PARSONS,KS,Gen Z,Card Not Present,0
A9635721,1.22,Consumer Services,Debit,CAMBRIDGE,MA,Unknown,Card Present,0
A9613480,61.23,Restaurants and Food Services,Debit,ROSEMOUNT,MN,Unknown,Card Not Present,0
A7968391,8.92,Restaurants and Food Services,Debit,ANTIOCH,TN,Millennial,Card Present,0
A3283903,51.74,Restaurants and Food Services,Credit,GOLDEN,CO,Gen X,Card Present,0
A3347672,3.26,Restaurants and Food Services,Credit,NOGALES,AZ,Millennial,Card Present,0
A8845019,26.03,Restaurants and Food Services,Debit,WAKEMAN,OH,Gen X,Card Present,0
A5635142,10.14,Restaurants and Food Services,Debit,WYOMING,MI,Millennial,Card Not Present,2
A8525680,6.75,Restaurants and Food Services,Credit,CHANDLER,AZ,Baby Boomer,Card Present,0
A9891694,14.18,Restaurants and Food Services,Debit,TROY,OH,Millennial,Card Present,0
A7707896,10.2,Restaurants and Food Services,Debit,HENRICO,VA,Gen X,Unknown,0
A6942093,12.75,Restaurants and Food Services,Debit,COLUMBUS,OH,Millennial,Unknown,0
A1101525,12.54,Restaurants and Food Services,Credit,GASTON,SC,Baby Boomer,Card Present,1
A3714339,25.62,Restaurants and Food Services,Credit,CHANTILLY,VA,Gen X,Card Not Present,2
A2777292,28.59,Restaurants and Food Services,Debit,MAURERTOWN,VA,Millennial,Card Not Present,0
A8868278,34.1,Restaurants and Food Services,Debit,DELAWARE,OH,Baby Boomer,Unknown,0
A6080876,16.69,Restaurants and Food Services,Debit,MONTGOMERY,AL,Unknown,Card Present,0
A8099049,8.72,Restaurants and Food Services,Debit,CLEARFIELD,UT,Gen Z,Card Present,0
A3567327,2.39,Restaurants and Food Services,Debit,MORGANTOWN,WV,Millennial,Card Present,0
A9755017,11.72,Restaurants and Food Services,Debit,EVANSVILLE,IN,Baby Boomer,Card Present,1
A7050591,16.03,Restaurants and Food Services,Debit,RAIFORD,FL,Millennial,Unknown,1
A3650357,4.18,Restaurants and Food Services,Debit,MIDLAND,MI,Baby Boomer,Card Present,0
A4321376,13.06,Restaurants and Food Services,Credit,MINNEAPOLIS,MN,Unknown,Card Not Present,0
A4438735,9.75,Restaurants and Food Services,Debit,EL PASO,TX,Millennial,Card Present,0
A4519090,7.81,Restaurants and Food Services,Debit,BRIDGEPORT,OH,Millennial,Card Present,0
A4145986,20.59,Restaurants and Food Services,Debit,DEL VALLE,TX,Gen Z,Card Present,0
A7533160,13.28,Restaurants and Food Services,Credit,TWIN FALLS,ID,Gen X,Card Present,0
A9846700,13.79,Restaurants and Food Services,Debit,JACKSONVILLE,FL,Gen X,Card Present,0
A8029197,17.22,Restaurants and Food Services,Debit,LAKE VILLA,IL,Unknown,Card Present,0
A1147105,3.2,Restaurants and Food Services,Debit,ANDERSON,SC,Millennial,Card Present,2
A6140690,18.33,Restaurants and Food Services,Credit,PINELLAS PARK,FL,Unknown,Card Not Present,0
A9512494,14.18,Restaurants and Food Services,Debit,ASHLAND CITY,TN,Millennial,Card Present,0
A5596508,5.31,Restaurants and Food Services,Debit,WAMPUM,PA,Gen X,Card Present,2
A2170655,26.88,Restaurants and Food Services,Debit,FAIRFAX,VT,Gen X,Card Not Present,0
A6595825,5.92,Restaurants and Food Services,Debit,NEW BOSTON,TX,Unknown,Card Not Present,0
A1394100,20.48,Restaurants and Food Services,Debit,HOUSTON,TX,Gen X,Card Not Present,0
A1389476,17.1,Restaurants and Food Services,Debit,ELKHART,IN,Unknown,Card Present,0
A9938403,15.1,Restaurants and Food Services,Debit,MILAN,MI,Millennial,Card Not Present,0
A3126917,6.09,Restaurants and Food Services,Debit,GREENSBORO,NC,Gen X,Unknown,0
A7678007,2.95,Restaurants and Food Services,Debit,FREMONT,MI,Baby Boomer,Card Present,2
A9322628,24.96,Restaurants and Food Services,Debit,CORDESVILLE,SC,Unknown,Card Present,0
A5746661,10.4,Restaurants and Food Services,Debit,EVANSTON,IL,Millennial,Card Present,0
A4154550,9.89,Restaurants and Food Services,Debit,SAN DIEGO,CA,Gen Z,Card Not Present,2
A5533883,3.04,Restaurants and Food Services,Debit,HIGH POINT,NC,Gen X,Unknown,0
A6792429,3.11,Consumer Services,Credit,DAYTON,MN,Gen X,Card Present,0
A4571357,14.66,Restaurants and Food Services,Credit,NEW YORK,NY,Millennial,Card Present,0
A6431371,19.02,Restaurants and Food Services,Debit,ASHEBORO,NC,Millennial,Unknown,0
A4146607,20.56,Restaurants and Food Services,Debit,DENNISON,OH,Gen X,Card Present,0
A2856865,18.04,Restaurants and Food Services,Credit,HINCKLEY,OH,Millennial,Card Present,2
A1521887,16.78,Restaurants and Food Services,Credit,AUBREY,TX,Millennial,Card Present,0
A6175737,7.19,Restaurants and Food Services,Debit,MURFREESBORO,TN,Gen X,Card Present,0
A8391979,17.51,Restaurants and Food Services,Debit,MILL HALL,PA,Unknown,Card Present,1
A1138890,9.65,Restaurants and Food Services,Credit,CADILLAC,MI,Gen X,Card Present,0
A1145720,16.7,Restaurants and Food Services,Debit,PENSACOLA,FL,Unknown,Card Present,0
A1150792,6.0,Restaurants and Food Services,Debit,WILMINGTON,DE,Baby Boomer,Unknown,0
A7864414,1.62,Restaurants and Food Services,Debit,BELL BUCKLE,TN,Gen X,Card Not Present,0
A2584970,13.34,Restaurants and Food Services,Debit,AKRON,OH,Unknown,Card Not Present,0
A7603537,17.61,Restaurants and Food Services,Debit,COVINGTON,KY,Unknown,Card Present,0
A7568125,15.87,Restaurants and Food Services,Debit,PRATTVILLE,AL,Millennial,Unknown,0
A4038475,31.0,Restaurants and Food Services,Debit,ROMULUS,MI,Millennial,Card Present,0
A4816718,18.01,Restaurants and Food Services,Debit,CLEVELAND,OH,Millennial,Card Present,0
A4130067,20.72,Restaurants and Food Services,Credit,WALKER,MN,Baby Boomer,Card Present,0
A5915901,5.45,Restaurants and Food Services,Credit,ROWLAND HEIGHTS,CA,Baby Boomer,Card Present,0
A2870284,1.84,Restaurants and Food Services,Debit,TEN MILE,TN,Millennial,Card Present,2
A7922038,13.85,Restaurants and Food Services,Debit,CULVER CITY,CA,Gen X,Card Present,0
A9475972,3.63,Restaurants and Food Services,Credit,MADISON,TN,Unknown,Card Present,0
A3434108,12.97,Restaurants and Food Services,Credit,SPRINGVILLE,PA,Millennial,Card Present,0
A1085788,28.01,Restaurants and Food Services,Debit,CLINTON TOWNSHIP,MI,Millennial,Card Present,2
A8388911,3.5,Restaurants and Food Services,Debit,HOLLAND,MI,Gen X,Card Present,0
A9815117,30.14,Restaurants and Food Services,Debit,KUNA,ID,Millennial,Unknown,0
A9648784,6.2,Restaurants and Food Services,Debit,OCEAN ISLE BEACH,NC,Baby Boomer,Card Present,0
A1518887,4.75,Restaurants and Food Services,Debit,MEDINA,OH,Millennial,Card Present,2
A5520932,3.14,Restaurants and Food Services,Debit,SWARTZ CREEK,MI,Millennial,Card Present,0
A8657868,16.02,Restaurants and Food Services,Debit,MURFREESBORO,TN,Unknown,Card Present,0
A8474108,18.76,Restaurants and Food Services,Debit,MANCHESTER,MI,Millennial,Card Present,0
A3651766,14.01,Restaurants and Food Services,Debit,PETERSBURG,VA,Millennial,Card Present,2
A3367688,10.09,Restaurants and Food Services,Debit,MEMPHIS,TN,Millennial,Card Present,0
A9322628,10.88,Restaurants and Food Services,Debit,EVANSVILLE,IN,Millennial,Card Not Present,0
